category,name,movie,year,status
ACTRESS IN A SUPPORTING ROLE,ANNE REVERE,National Velvet,1946,winner
ART DIRECTION (BLACK-AND-WHITE),BLOOD ON THE SUN,Art Direction: Wiard Ihnen; Interior Decoration: A. Roland Fields,1946,winner
ART DIRECTION (COLOR),FRENCHMAN'S CREEK,"Art Direction: Hans Dreier, Ernst Fegte; Interior Decoration: Sam Comer",1946,winner
CINEMATOGRAPHY (BLACK-AND-WHITE),THE PICTURE OF DORIAN GRAY,Harry Stradling,1946,winner
CINEMATOGRAPHY (COLOR),LEAVE HER TO HEAVEN,Leon Shamroy,1946,winner
DIRECTING,THE LOST WEEKEND,Billy Wilder,1946,winner
DOCUMENTARY (FEATURE),THE TRUE GLORY,The Governments of Great Britain and the United States of America,1946,winner
DOCUMENTARY (SHORT SUBJECT),HITLER LIVES?,"Gordon Hollingshead, Producer",1946,winner
FILM EDITING,NATIONAL VELVET,Robert J. Kern,1946,winner
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),SPELLBOUND,Miklos Rozsa,1946,winner
MUSIC (SCORING OF A MUSICAL PICTURE),ANCHORS AWEIGH,Georgie Stoll,1946,winner
MUSIC (SONG),STATE FAIR,"It Might As Well Be Spring in ""State Fair"" Music by Richard Rodgers; Lyrics by Oscar Hammerstein II",1946,winner
BEST MOTION PICTURE,THE LOST WEEKEND,Paramount,1946,winner
SHORT SUBJECT (CARTOON),QUIET PLEASE!,"Frederick Quimby, Producer",1946,winner
SHORT SUBJECT (ONE-REEL),STAIRWAY TO LIGHT,"Herbert Moulton, Producer; Jerry Bresler, Executive Producer",1946,winner
SHORT SUBJECT (TWO-REEL),STAR IN THE NIGHT,"Gordon Hollingshead, Producer",1946,winner
SOUND RECORDING,THE BELLS OF ST. MARY'S,"RKO Radio Studio Sound Department, Stephen Dunn, Sound Director",1946,winner
SPECIAL AWARD,THE HOUSE I LIVE IN,Special Award,1946,winner
SPECIAL EFFECTS,WONDER MAN,Photographic Effects by John Fulton; Sound Effects by Arthur W. Johns,1946,winner
WRITING (ORIGINAL MOTION PICTURE STORY),THE HOUSE ON 92ND STREET,Charles G. Booth,1946,winner
WRITING (ORIGINAL SCREENPLAY),MARIE-LOUISE,Richard Schweizer,1946,winner
WRITING (SCREENPLAY),THE LOST WEEKEND,"Charles Brackett, Billy Wilder",1946,winner
ACTOR,FREDRIC MARCH,The Best Years of Our Lives,1947,winner
ACTOR IN A SUPPORTING ROLE,HAROLD RUSSELL,The Best Years of Our Lives,1947,winner
ACTRESS,OLIVIA DE HAVILLAND,To Each His Own,1947,winner
ACTRESS IN A SUPPORTING ROLE,ANNE BAXTER,The Razor's Edge,1947,winner
ART DIRECTION (BLACK-AND-WHITE),ANNA AND THE KING OF SIAM,"Art Direction: Lyle Wheeler, William Darling; Interior Decoration: Thomas Little, Frank E. Hughes",1947,winner
ART DIRECTION (COLOR),THE YEARLING,"Art Direction: Cedric Gibbons, Paul Groesse; Interior Decoration: Edwin B. Willis",1947,winner
CINEMATOGRAPHY (BLACK-AND-WHITE),ANNA AND THE KING OF SIAM,Arthur Miller,1947,winner
CINEMATOGRAPHY (COLOR),THE YEARLING,"Charles Rosher, Leonard Smith, Arthur Arling",1947,winner
DIRECTING,THE BEST YEARS OF OUR LIVES,William Wyler,1947,winner
DOCUMENTARY (SHORT SUBJECT),SEEDS OF DESTINY,United States Department of War,1947,winner
FILM EDITING,THE BEST YEARS OF OUR LIVES,Daniel Mandell,1947,winner
IRVING G. THALBERG MEMORIAL AWARD,,Samuel Goldwyn,1947,winner
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),THE BEST YEARS OF OUR LIVES,Hugo Friedhofer,1947,winner
MUSIC (SCORING OF A MUSICAL PICTURE),THE JOLSON STORY,Morris Stoloff,1947,winner
MUSIC (SONG),THE HARVEY GIRLS,"On The Atchison, Topeka And The Santa Fe in ""The Harvey Girls"" Music by Harry Warren; Lyrics by Johnny Mercer",1947,winner
BEST MOTION PICTURE,THE BEST YEARS OF OUR LIVES,Samuel Goldwyn Productions,1947,winner
SHORT SUBJECT (CARTOON),THE CAT CONCERTO,"Frederick Quimby, Producer",1947,winner
SHORT SUBJECT (ONE-REEL),FACING YOUR DANGER,"Gordon Hollingshead, Producer",1947,winner
SHORT SUBJECT (TWO-REEL),A BOY AND HIS DOG,"Gordon Hollingshead, Producer",1947,winner
SOUND RECORDING,THE JOLSON STORY,"Columbia Studio Sound Department, John Livadary, Sound Director",1947,winner
SPECIAL EFFECTS,BLITHE SPIRIT,Special Visual Effects by Thomas Howard,1947,winner
WRITING (ORIGINAL MOTION PICTURE STORY),VACATION FROM MARRIAGE,Clemence Dane,1947,winner
WRITING (ORIGINAL SCREENPLAY),THE SEVENTH VEIL,"Muriel Box, Sydney Box",1947,winner
WRITING (SCREENPLAY),THE BEST YEARS OF OUR LIVES,Robert E. Sherwood,1947,winner
ACTOR,RONALD COLMAN,A Double Life,1948,winner
ACTOR IN A SUPPORTING ROLE,EDMUND GWENN,Miracle on 34th Street,1948,winner
ACTRESS,LORETTA YOUNG,The Farmer's Daughter,1948,winner
ACTRESS IN A SUPPORTING ROLE,CELESTE HOLM,Gentleman's Agreement,1948,winner
ART DIRECTION (BLACK-AND-WHITE),GREAT EXPECTATIONS,Art Direction: John Bryan; Set Decoration: Wilfred Shingleton,1948,winner
ART DIRECTION (COLOR),BLACK NARCISSUS,Art Direction: Alfred Junge; Set Decoration: Alfred Junge,1948,winner
CINEMATOGRAPHY (BLACK-AND-WHITE),GREAT EXPECTATIONS,Guy Green,1948,winner
CINEMATOGRAPHY (COLOR),BLACK NARCISSUS,Jack Cardiff,1948,winner
DIRECTING,GENTLEMAN'S AGREEMENT,Elia Kazan,1948,winner
DOCUMENTARY (FEATURE),DESIGN FOR DEATH,"Sid Rogell, Executive Producer; Theron Warth and Richard O. Fleischer, Producers",1948,winner
DOCUMENTARY (SHORT SUBJECT),FIRST STEPS,United Nations Division of Films and Visual Information,1948,winner
FILM EDITING,BODY AND SOUL,"Francis Lyon, Robert Parrish",1948,winner
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),A DOUBLE LIFE,Dr. Miklos Rozsa,1948,winner
MUSIC (SCORING OF A MUSICAL PICTURE),MOTHER WORE TIGHTS,Alfred Newman,1948,winner
MUSIC (SONG),SONG OF THE SOUTH,"Zip-A-Dee-Doo-Dah in ""Song of the South"" Music by Allie Wrubel; Lyrics by Ray Gilbert",1948,winner
BEST MOTION PICTURE,GENTLEMAN'S AGREEMENT,20th Century-Fox,1948,winner
SHORT SUBJECT (CARTOON),TWEETIE PIE,"Edward Selzer, Producer",1948,winner
SHORT SUBJECT (ONE-REEL),GOOD-BYE MISS TURLOCK,"Herbert Moulton, Producer",1948,winner
SHORT SUBJECT (TWO-REEL),CLIMBING THE MATTERHORN,"Irving Allen, Producer",1948,winner
SOUND RECORDING,THE BISHOP'S WIFE,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director",1948,winner
SPECIAL EFFECTS,GREEN DOLPHIN STREET,"Special Visual Effects by A. Arnold Gillespie, Warren Newcombe; Special Audible Effects by Douglas Shearer, Michael Steinore",1948,winner
WRITING (MOTION PICTURE STORY),MIRACLE ON 34TH STREET,Valentine Davies,1948,winner
WRITING (ORIGINAL SCREENPLAY),THE BACHELOR AND THE BOBBY-SOXER,Sidney Sheldon,1948,winner
WRITING (SCREENPLAY),MIRACLE ON 34TH STREET,George Seaton,1948,winner
ACTOR,LAURENCE OLIVIER,Hamlet,1949,winner
ACTOR IN A SUPPORTING ROLE,WALTER HUSTON,The Treasure of the Sierra Madre,1949,winner
ACTRESS,JANE WYMAN,Johnny Belinda,1949,winner
ACTRESS IN A SUPPORTING ROLE,CLAIRE TREVOR,Key Largo,1949,winner
ART DIRECTION (BLACK-AND-WHITE),HAMLET,Art Direction: Roger K. Furse; Set Decoration: Carmen Dillon,1949,winner
ART DIRECTION (COLOR),THE RED SHOES,Art Direction: Hein Heckroth; Set Decoration: Arthur Lawson,1949,winner
CINEMATOGRAPHY (BLACK-AND-WHITE),THE NAKED CITY,William Daniels,1949,winner
CINEMATOGRAPHY (COLOR),JOAN OF ARC,"Joseph Valentine, William V. Skall, Winton Hoch",1949,winner
COSTUME DESIGN (BLACK-AND-WHITE),HAMLET,Roger K. Furse,1949,winner
COSTUME DESIGN (COLOR),JOAN OF ARC,"Dorothy Jeakins, Karinska",1949,winner
DIRECTING,THE TREASURE OF THE SIERRA MADRE,John Huston,1949,winner
DOCUMENTARY (FEATURE),THE SECRET LAND,"Orville O. Dull, Producer",1949,winner
DOCUMENTARY (SHORT SUBJECT),TOWARD INDEPENDENCE,United States Army,1949,winner
FILM EDITING,THE NAKED CITY,Paul Weatherwax,1949,winner
IRVING G. THALBERG MEMORIAL AWARD,,Jerry Wald,1949,winner
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),THE RED SHOES,Brian Easdale,1949,winner
MUSIC (SCORING OF A MUSICAL PICTURE),EASTER PARADE,"Johnny Green, Roger Edens",1949,winner
MUSIC (SONG),THE PALEFACE,"Buttons And Bows in ""The Paleface"" Music and Lyrics by Jay Livingston and Ray Evans",1949,winner
BEST MOTION PICTURE,HAMLET,J. Arthur Rank-Two Cities Films,1949,winner
SHORT SUBJECT (CARTOON),THE LITTLE ORPHAN,"Fred Quimby, Producer",1949,winner
SHORT SUBJECT (ONE-REEL),SYMPHONY OF A CITY,"Edmund H. Reek, Producer",1949,winner
SHORT SUBJECT (TWO-REEL),SEAL ISLAND,"Walt Disney, Producer",1949,winner
SOUND RECORDING,THE SNAKE PIT,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",1949,winner
SPECIAL EFFECTS,PORTRAIT OF JENNIE,"Special Visual Effects by Paul Eagler, J. McMillan Johnson, Russell Shearman, Clarence Slifer; Special Audible Effects by Charles Freeman, James G. Stewart",1949,winner
SPECIAL FOREIGN LANGUAGE FILM AWARD,MONSIEUR VINCENT,Special Award,1949,winner
WRITING (MOTION PICTURE STORY),THE SEARCH,"Richard Schweizer, David Wechsler",1949,winner
WRITING (SCREENPLAY),THE TREASURE OF THE SIERRA MADRE,John Huston,1949,winner
ACTOR,BRODERICK CRAWFORD,All the King's Men,1950,winner
ACTOR IN A SUPPORTING ROLE,DEAN JAGGER,Twelve O'Clock High,1950,winner
ACTRESS,OLIVIA DE HAVILLAND,The Heiress,1950,winner
ACTRESS IN A SUPPORTING ROLE,MERCEDES MCCAMBRIDGE,All the King's Men,1950,winner
ART DIRECTION (BLACK-AND-WHITE),THE HEIRESS,"Art Direction: Harry Horner, John Meehan; Set Decoration: Emile Kuri",1950,winner
ART DIRECTION (COLOR),LITTLE WOMEN,"Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis, Jack D. Moore",1950,winner
CINEMATOGRAPHY (BLACK-AND-WHITE),BATTLEGROUND,Paul C. Vogel,1950,winner
CINEMATOGRAPHY (COLOR),SHE WORE A YELLOW RIBBON,Winton Hoch,1950,winner
COSTUME DESIGN (BLACK-AND-WHITE),THE HEIRESS,"Edith Head, Gile Steele",1950,winner
COSTUME DESIGN (COLOR),THE ADVENTURES OF DON JUAN,"Leah Rhodes, Travilla, Marjorie Best",1950,winner
DIRECTING,A LETTER TO THREE WIVES,Joseph L. Mankiewicz,1950,winner
DOCUMENTARY (FEATURE),DAYBREAK IN UDI,Crown Film Unit,1950,winner
FILM EDITING,CHAMPION,Harry Gerstad,1950,winner
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),THE HEIRESS,Aaron Copland,1950,winner
MUSIC (SCORING OF A MUSICAL PICTURE),ON THE TOWN,"Roger Edens, Lennie Hayton",1950,winner
MUSIC (SONG),NEPTUNE'S DAUGHTER,"Baby, It's Cold Outside in ""Neptune's Daughter"" Music and Lyrics by Frank Loesser",1950,winner
BEST MOTION PICTURE,ALL THE KING'S MEN,Robert Rossen Productions,1950,winner
SHORT SUBJECT (CARTOON),FOR SCENT-IMENTAL REASONS,"Edward Selzer, Producer",1950,winner
SHORT SUBJECT (ONE-REEL),AQUATIC HOUSE-PARTY,"Jack Eaton, Producer",1950,winner
SHORT SUBJECT (TWO-REEL),VAN GOGH,"Gaston Diehl and Robert Haessens, Producers",1950,winner
SOUND RECORDING,TWELVE O'CLOCK HIGH,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",1950,winner
SPECIAL EFFECTS,MIGHTY JOE YOUNG,ARKO Productions,1950,winner
SPECIAL FOREIGN LANGUAGE FILM AWARD,THE BICYCLE THIEF,Special Award,1950,winner
WRITING (MOTION PICTURE STORY),THE STRATTON STORY,Douglas Morrow,1950,winner
WRITING (SCREENPLAY),A LETTER TO THREE WIVES,Joseph L. Mankiewicz,1950,winner
WRITING (STORY AND SCREENPLAY),BATTLEGROUND,Robert Pirosh,1950,winner
ACTOR,JOSÉ FERRER,Cyrano de Bergerac,1951,winner
ACTOR IN A SUPPORTING ROLE,GEORGE SANDERS,All about Eve,1951,winner
ACTRESS,JUDY HOLLIDAY,Born Yesterday,1951,winner
ACTRESS IN A SUPPORTING ROLE,JOSEPHINE HULL,Harvey,1951,winner
ART DIRECTION (BLACK-AND-WHITE),SUNSET BLVD.,"Art Direction: Hans Dreier, John Meehan; Set Decoration: Sam Comer, Ray Moyer",1951,winner
ART DIRECTION (COLOR),SAMSON AND DELILAH,"Art Direction: Hans Dreier, Walter Tyler; Set Decoration: Sam Comer, Ray Moyer",1951,winner
CINEMATOGRAPHY (BLACK-AND-WHITE),THE THIRD MAN,Robert Krasker,1951,winner
CINEMATOGRAPHY (COLOR),KING SOLOMON'S MINES,Robert Surtees,1951,winner
COSTUME DESIGN (BLACK-AND-WHITE),ALL ABOUT EVE,"Edith Head, Charles LeMaire",1951,winner
COSTUME DESIGN (COLOR),SAMSON AND DELILAH,"Edith Head, Dorothy Jeakins, Elois Jenssen, Gile Steele, Gwen Wakeling",1951,winner
DIRECTING,ALL ABOUT EVE,Joseph L. Mankiewicz,1951,winner
DOCUMENTARY (FEATURE),THE TITAN: STORY OF MICHELANGELO,"Robert Snyder, Producer",1951,winner
DOCUMENTARY (SHORT SUBJECT),WHY KOREA?,"Edmund Reek, Producer",1951,winner
FILM EDITING,KING SOLOMON'S MINES,"Ralph E. Winters, Conrad A. Nervig",1951,winner
HONORARY FOREIGN LANGUAGE FILM AWARD,THE WALLS OF MALAPAGA,Special Award,1951,winner
IRVING G. THALBERG MEMORIAL AWARD,,Darryl F. Zanuck,1951,winner
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),SUNSET BLVD.,Franz Waxman,1951,winner
MUSIC (SCORING OF A MUSICAL PICTURE),ANNIE GET YOUR GUN,"Adolph Deutsch, Roger Edens",1951,winner
MUSIC (SONG),"CAPTAIN CAREY, U.S.A.","Mona Lisa in ""Captain Carey, U.S.A."" Music and Lyrics by Ray Evans and Jay Livingston",1951,winner
BEST MOTION PICTURE,ALL ABOUT EVE,20th Century-Fox,1951,winner
SHORT SUBJECT (CARTOON),GERALD MCBOING-BOING,"Stephen Bosustow, Producer",1951,winner
SHORT SUBJECT (ONE-REEL),GRANDAD OF RACES,"Gordon Hollingshead, Producer",1951,winner
SHORT SUBJECT (TWO-REEL),IN BEAVER VALLEY,"Walt Disney, Producer",1951,winner
SOUND RECORDING,ALL ABOUT EVE,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",1951,winner
SPECIAL EFFECTS,DESTINATION MOON,George Pal Productions,1951,winner
WRITING (MOTION PICTURE STORY),PANIC IN THE STREETS,"Edna Anhalt, Edward Anhalt",1951,winner
WRITING (SCREENPLAY),ALL ABOUT EVE,Joseph L. Mankiewicz,1951,winner
WRITING (STORY AND SCREENPLAY),SUNSET BLVD.,"Charles Brackett, Billy Wilder, D. M. Marshman, Jr.",1951,winner
ACTOR,HUMPHREY BOGART,The African Queen,1952,winner
ACTOR IN A SUPPORTING ROLE,KARL MALDEN,A Streetcar Named Desire,1952,winner
ACTRESS,VIVIEN LEIGH,A Streetcar Named Desire,1952,winner
ACTRESS IN A SUPPORTING ROLE,KIM HUNTER,A Streetcar Named Desire,1952,winner
ART DIRECTION (BLACK-AND-WHITE),A STREETCAR NAMED DESIRE,Art Direction: Richard Day; Set Decoration: George James Hopkins,1952,winner
ART DIRECTION (COLOR),AN AMERICAN IN PARIS,"Art Direction: Cedric Gibbons, Preston Ames; Set Decoration: Edwin B. Willis, Keogh Gleason",1952,winner
CINEMATOGRAPHY (BLACK-AND-WHITE),A PLACE IN THE SUN,William C. Mellor,1952,winner
CINEMATOGRAPHY (COLOR),AN AMERICAN IN PARIS,Alfred Gilks; Ballet Photography by John Alton,1952,winner
COSTUME DESIGN (BLACK-AND-WHITE),A PLACE IN THE SUN,Edith Head,1952,winner
COSTUME DESIGN (COLOR),AN AMERICAN IN PARIS,"Orry-Kelly, Walter Plunkett, Irene Sharaff",1952,winner
DIRECTING,A PLACE IN THE SUN,George Stevens,1952,winner
DOCUMENTARY (FEATURE),KON-TIKI,"Olle Nordemar, Producer",1952,winner
DOCUMENTARY (SHORT SUBJECT),BENJY,Made by Fred Zinnemann with the cooperation of Paramount Pictures Corporation for the Los Angeles Orthopaedic Hospital,1952,winner
FILM EDITING,A PLACE IN THE SUN,William Hornbeck,1952,winner
HONORARY FOREIGN LANGUAGE FILM AWARD,RASHOMON,Special Award,1952,winner
IRVING G. THALBERG MEMORIAL AWARD,,Arthur Freed,1952,winner
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),A PLACE IN THE SUN,Franz Waxman,1952,winner
MUSIC (SCORING OF A MUSICAL PICTURE),AN AMERICAN IN PARIS,"Johnny Green, Saul Chaplin",1952,winner
MUSIC (SONG),HERE COMES THE GROOM,"In The Cool, Cool, Cool Of The Evening in ""Here Comes the Groom"" Music by Hoagy Carmichael; Lyrics by Johnny Mercer",1952,winner
BEST MOTION PICTURE,AN AMERICAN IN PARIS,"Arthur Freed, Producer",1952,winner
SHORT SUBJECT (CARTOON),THE TWO MOUSEKETEERS,"Fred Quimby, Producer",1952,winner
SHORT SUBJECT (ONE-REEL),WORLD OF KIDS,"Robert Youngson, Producer",1952,winner
SHORT SUBJECT (TWO-REEL),NATURE'S HALF ACRE,"Walt Disney, Producer",1952,winner
SOUND RECORDING,THE GREAT CARUSO,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",1952,winner
SPECIAL EFFECTS,WHEN WORLDS COLLIDE,Paramount,1952,winner
WRITING (MOTION PICTURE STORY),SEVEN DAYS TO NOON,"Paul Dehn, James Bernard",1952,winner
WRITING (SCREENPLAY),A PLACE IN THE SUN,"Michael Wilson, Harry Brown",1952,winner
WRITING (STORY AND SCREENPLAY),AN AMERICAN IN PARIS,Alan Jay Lerner,1952,winner
ACTOR,GARY COOPER,High Noon,1953,winner
ACTOR IN A SUPPORTING ROLE,ANTHONY QUINN,Viva Zapata!,1953,winner
ACTRESS,SHIRLEY BOOTH,"Come Back, Little Sheba",1953,winner
ACTRESS IN A SUPPORTING ROLE,GLORIA GRAHAME,The Bad and the Beautiful,1953,winner
ART DIRECTION (BLACK-AND-WHITE),THE BAD AND THE BEAUTIFUL,"Art Direction: Cedric Gibbons, Edward Carfagno; Set Decoration: Edwin B. Willis, Keogh Gleason",1953,winner
ART DIRECTION (COLOR),MOULIN ROUGE,Art Direction: Paul Sheriff; Set Decoration: Marcel Vertes,1953,winner
CINEMATOGRAPHY (BLACK-AND-WHITE),THE BAD AND THE BEAUTIFUL,Robert Surtees,1953,winner
CINEMATOGRAPHY (COLOR),THE QUIET MAN,"Winton C. Hoch, Archie Stout",1953,winner
COSTUME DESIGN (BLACK-AND-WHITE),THE BAD AND THE BEAUTIFUL,Helen Rose,1953,winner
COSTUME DESIGN (COLOR),MOULIN ROUGE,Marcel Vertes,1953,winner
DIRECTING,THE QUIET MAN,John Ford,1953,winner
DOCUMENTARY (FEATURE),THE SEA AROUND US,"Irwin Allen, Producer",1953,winner
DOCUMENTARY (SHORT SUBJECT),NEIGHBOURS,"Norman McLaren, Producer",1953,winner
FILM EDITING,HIGH NOON,"Elmo Williams, Harry Gerstad",1953,winner
HONORARY FOREIGN LANGUAGE FILM AWARD,FORBIDDEN GAMES,Special Award,1953,winner
IRVING G. THALBERG MEMORIAL AWARD,,Cecil B. DeMille,1953,winner
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),HIGH NOON,Dimitri Tiomkin,1953,winner
MUSIC (SCORING OF A MUSICAL PICTURE),WITH A SONG IN MY HEART,Alfred Newman,1953,winner
MUSIC (SONG),HIGH NOON,"High Noon (Do Not Forsake Me, Oh My Darlin') in ""High Noon"" Music by Dimitri Tiomkin; Lyrics by Ned Washington",1953,winner
BEST MOTION PICTURE,THE GREATEST SHOW ON EARTH,"Cecil B. DeMille, Producer",1953,winner
SHORT SUBJECT (CARTOON),JOHANN MOUSE,"Fred Quimby, Producer",1953,winner
SHORT SUBJECT (ONE-REEL),LIGHT IN THE WINDOW: THE ART OF VERMEER,"Boris Vermont, Producer",1953,winner
SHORT SUBJECT (TWO-REEL),WATER BIRDS,"Walt Disney, Producer",1953,winner
SOUND RECORDING,BREAKING THE SOUND BARRIER,London Film Sound Department,1953,winner
SPECIAL EFFECTS,PLYMOUTH ADVENTURE,Metro-Goldwyn-Mayer,1953,winner
WRITING (MOTION PICTURE STORY),THE GREATEST SHOW ON EARTH,"Fredric M. Frank, Theodore St. John, Frank Cavett",1953,winner
WRITING (SCREENPLAY),THE BAD AND THE BEAUTIFUL,Charles Schnee,1953,winner
WRITING (STORY AND SCREENPLAY),THE LAVENDER HILL MOB,T. E. B. Clarke,1953,winner
ACTOR,WILLIAM HOLDEN,Stalag 17,1954,winner
ACTOR IN A SUPPORTING ROLE,FRANK SINATRA,From Here to Eternity,1954,winner
ACTRESS,AUDREY HEPBURN,Roman Holiday,1954,winner
ACTRESS IN A SUPPORTING ROLE,DONNA REED,From Here to Eternity,1954,winner
ART DIRECTION (BLACK-AND-WHITE),JULIUS CAESAR,"Art Direction: Cedric Gibbons, Edward Carfagno; Set Decoration: Edwin B. Willis, Hugh Hunt",1954,winner
ART DIRECTION (COLOR),THE ROBE,"Art Direction: Lyle Wheeler, George W. Davis; Set Decoration: Walter M. Scott, Paul S. Fox",1954,winner
CINEMATOGRAPHY (BLACK-AND-WHITE),FROM HERE TO ETERNITY,Burnett Guffey,1954,winner
CINEMATOGRAPHY (COLOR),SHANE,Loyal Griggs,1954,winner
COSTUME DESIGN (BLACK-AND-WHITE),ROMAN HOLIDAY,Edith Head,1954,winner
COSTUME DESIGN (COLOR),THE ROBE,"Charles LeMaire, Emile Santiago",1954,winner
DIRECTING,FROM HERE TO ETERNITY,Fred Zinnemann,1954,winner
DOCUMENTARY (FEATURE),THE LIVING DESERT,"Walt Disney, Producer",1954,winner
DOCUMENTARY (SHORT SUBJECT),THE ALASKAN ESKIMO,"Walt Disney, Producer",1954,winner
FILM EDITING,FROM HERE TO ETERNITY,William Lyon,1954,winner
IRVING G. THALBERG MEMORIAL AWARD,,George Stevens,1954,winner
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),LILI,Bronislau Kaper,1954,winner
MUSIC (SCORING OF A MUSICAL PICTURE),CALL ME MADAM,Alfred Newman,1954,winner
MUSIC (SONG),CALAMITY JANE,"Secret Love in ""Calamity Jane"" Music by Sammy Fain; Lyrics by Paul Francis Webster",1954,winner
BEST MOTION PICTURE,FROM HERE TO ETERNITY,"Buddy Adler, Producer",1954,winner
SHORT SUBJECT (CARTOON),"TOOT, WHISTLE, PLUNK AND BOOM","Walt Disney, Producer",1954,winner
SHORT SUBJECT (ONE-REEL),THE MERRY WIVES OF WINDSOR OVERTURE,"Johnny Green, Producer",1954,winner
SHORT SUBJECT (TWO-REEL),BEAR COUNTRY,"Walt Disney, Producer",1954,winner
SOUND RECORDING,FROM HERE TO ETERNITY,"Columbia Studio Sound Department, John P. Livadary, Sound Director",1954,winner
SPECIAL EFFECTS,THE WAR OF THE WORLDS,Paramount Studio,1954,winner
WRITING (MOTION PICTURE STORY),ROMAN HOLIDAY,Dalton Trumbo,1954,winner
WRITING (SCREENPLAY),FROM HERE TO ETERNITY,Daniel Taradash,1954,winner
WRITING (STORY AND SCREENPLAY),TITANIC,"Charles Brackett, Walter Reisch, Richard Breen",1954,winner
ACTOR,MARLON BRANDO,On the Waterfront,1955,winner
ACTOR IN A SUPPORTING ROLE,EDMOND O'BRIEN,The Barefoot Contessa,1955,winner
ACTRESS,GRACE KELLY,The Country Girl,1955,winner
ACTRESS IN A SUPPORTING ROLE,EVA MARIE SAINT,On the Waterfront,1955,winner
ART DIRECTION (BLACK-AND-WHITE),ON THE WATERFRONT,Richard Day,1955,winner
ART DIRECTION (COLOR),"20,000 LEAGUES UNDER THE SEA",Art Direction: John Meehan; Set Decoration: Emile Kuri,1955,winner
CINEMATOGRAPHY (BLACK-AND-WHITE),ON THE WATERFRONT,Boris Kaufman,1955,winner
CINEMATOGRAPHY (COLOR),THREE COINS IN THE FOUNTAIN,Milton Krasner,1955,winner
COSTUME DESIGN (BLACK-AND-WHITE),SABRINA,Edith Head,1955,winner
COSTUME DESIGN (COLOR),GATE OF HELL,Sanzo Wada,1955,winner
DIRECTING,ON THE WATERFRONT,Elia Kazan,1955,winner
DOCUMENTARY (FEATURE),THE VANISHING PRAIRIE,"Walt Disney, Producer",1955,winner
DOCUMENTARY (SHORT SUBJECT),THURSDAY'S CHILDREN,World Wide Pictures and Morse Films,1955,winner
FILM EDITING,ON THE WATERFRONT,Gene Milford,1955,winner
HONORARY AWARD,THE LITTLE KIDNAPPERS,Special Award,1955,winner
HONORARY FOREIGN LANGUAGE FILM AWARD,GATE OF HELL,Special Award,1955,winner
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),THE HIGH AND THE MIGHTY,Dimitri Tiomkin,1955,winner
MUSIC (SCORING OF A MUSICAL PICTURE),SEVEN BRIDES FOR SEVEN BROTHERS,"Adolph Deutsch, Saul Chaplin",1955,winner
MUSIC (SONG),THREE COINS IN THE FOUNTAIN,"Three Coins In The Fountain in ""Three Coins in the Fountain"" Music by Jule Styne; Lyrics by Sammy Cahn",1955,winner
BEST MOTION PICTURE,ON THE WATERFRONT,"Sam Spiegel, Producer",1955,winner
SHORT SUBJECT (CARTOON),WHEN MAGOO FLEW,"Stephen Bosustow, Producer",1955,winner
SHORT SUBJECT (ONE-REEL),THIS MECHANICAL AGE,"Robert Youngson, Producer",1955,winner
SHORT SUBJECT (TWO-REEL),A TIME OUT OF WAR,"Denis Sanders and Terry Sanders, Producers",1955,winner
SOUND RECORDING,THE GLENN MILLER STORY,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director",1955,winner
